NCT#,phase,condition,sponsor,start_date,mesh_list,criterion
NCT00857415,Phase 3,Alzheimer's Disease,Avid Radiopharmaceuticals,Dec-08,Alzheimer Disease;Amyloidosis, Cognitively and neurologically healthy males and females 18 to 40 years of age;
NCT00857415,Phase 3,Alzheimer's Disease,Avid Radiopharmaceuticals,Dec-08,Alzheimer Disease;Amyloidosis," Who had no known risk factors for AD, including:"
NCT00857415,Phase 3,Alzheimer's Disease,Avid Radiopharmaceuticals,Dec-08,Alzheimer Disease;Amyloidosis," Known genetic risk factors for AD, including an ApoE 4 allele (note: ApoE genotype was determined after enrollment and was not disclosed to healthy control subjects). Scans from subjects carrying an ApoE 4 allele were not included in the primary specificity analysis, but were included in an exploratory analysis;"
NCT00857415,Phase 3,Alzheimer's Disease,Avid Radiopharmaceuticals,Dec-08,Alzheimer Disease;Amyloidosis, First degree relative with a known progressive dementing disorder;
NCT00857415,Phase 3,Alzheimer's Disease,Avid Radiopharmaceuticals,Dec-08,Alzheimer Disease;Amyloidosis, History of cognitive decline;
NCT00857415,Phase 3,Alzheimer's Disease,Avid Radiopharmaceuticals,Dec-08,Alzheimer Disease;Amyloidosis," History of neurologic, neurodegenerative, or psychiatric disease;"
NCT00857415,Phase 3,Alzheimer's Disease,Avid Radiopharmaceuticals,Dec-08,Alzheimer Disease;Amyloidosis, History of head trauma; or
NCT00857415,Phase 3,Alzheimer's Disease,Avid Radiopharmaceuticals,Dec-08,Alzheimer Disease;Amyloidosis, Evidence of brain abnormality on a MRI scan;
NCT00857415,Phase 3,Alzheimer's Disease,Avid Radiopharmaceuticals,Dec-08,Alzheimer Disease;Amyloidosis," Who performed in an age-appropriate normal range on the Wechsler Logical Memory I  and  II, story A;"
NCT00857415,Phase 3,Alzheimer's Disease,Avid Radiopharmaceuticals,Dec-08,Alzheimer Disease;Amyloidosis, Who could tolerate a 10-minute PET scan; and
NCT00857415,Phase 3,Alzheimer's Disease,Avid Radiopharmaceuticals,Dec-08,Alzheimer Disease;Amyloidosis, Who provided informed consent before any study procedures were performed.
NCT00857649,Phase 3,Alzheimer's Disease,H. Lundbeck A/S,Dec-03,Alzheimer Disease;Memantine, Outpatients who:
NCT00857649,Phase 3,Alzheimer's Disease,H. Lundbeck A/S,Dec-03,Alzheimer Disease;Memantine," had a primary diagnosis of probable Alzheimer's Disease (AD) according to National Institute of Neurological and Communicative Disorders and Stroke and the Alzheimer's Disease and Related Disorders Association (NINDS-ADRDA) criteria, and with Diagnostic and Statistical Manual of Mental Disorders, 4th edition, text revised (DSM IV TR) criteria for dementia of the Alzheimer's type"
NCT00857649,Phase 3,Alzheimer's Disease,H. Lundbeck A/S,Dec-03,Alzheimer Disease;Memantine," had moderate to severe dementia, defined as a Mini Mental State Examination (MMSE) total score greater than =5 and less than =15 at screening. Before substantial protocol amendment SA04 (dated 7 October 2004) was implemented, the MMSE total score range at screening was greater than =8 and less than =18. Substantial protocol amendment SA07 (dated 4 September 2009) allowed patients who had previously had an MMSE score of 16 or 17 to be re-screened greater than 6 months after their initial screening and, if there was documented evidence of cognitive decline, to be enrolled in the study"
NCT00857649,Phase 3,Alzheimer's Disease,H. Lundbeck A/S,Dec-03,Alzheimer Disease;Memantine, had a Neuropsychiatric Inventory (NPI) total score greater than =13 and an NPI agitation/aggression subitem score greater than =1 at screening and baseline
NCT00857649,Phase 3,Alzheimer's Disease,H. Lundbeck A/S,Dec-03,Alzheimer Disease;Memantine, did not have vascular dementia or a modified Hachinski Ischaemia Scale score greater than 4 at screening
NCT00876863,Phase 2,Alzheimer's Disease,Sangamo Therapeutics,unknown,Alzheimer Disease, Diagnosis of mild to moderate Alzheimer's disease
NCT00876863,Phase 2,Alzheimer's Disease,Sangamo Therapeutics,unknown,Alzheimer Disease, Approved medications for Alzheimer's disease may be taken if the dose has been stable for 3 months
NCT00876863,Phase 2,Alzheimer's Disease,Sangamo Therapeutics,unknown,Alzheimer Disease, A study partner who can attend all study visits
NCT00876863,Phase 2,Alzheimer's Disease,Sangamo Therapeutics,unknown,Alzheimer Disease, Good general health
NCT00876863,Phase 2,Alzheimer's Disease,Sangamo Therapeutics,unknown,Alzheimer Disease, Medically able to undergo neurosurgery
NCT00880412,Phase 2,Alzheimer's Disease,Exonhit,Apr-08,Alzheimer Disease;Etazolate," Ambulatory male or female patient, aged 60-90 years old included at screening, and living at home."
NCT00880412,Phase 2,Alzheimer's Disease,Exonhit,Apr-08,Alzheimer Disease;Etazolate, Patient having a clinical diagnosis of probable AD according to National Institute of Neurological and Communicative Disorders and Stroke/Alzheimer's Disease and Related Disorders Association (NINCDS-ADRDA) criteria.
NCT00880412,Phase 2,Alzheimer's Disease,Exonhit,Apr-08,Alzheimer Disease;Etazolate, Mild to moderate AD with a MMSE total score  12 and  24 at screening.
NCT00880412,Phase 2,Alzheimer's Disease,Exonhit,Apr-08,Alzheimer Disease;Etazolate," Written informed consent obtained from the patient or, if appropriate, from legal representative according to local laws and regulations. The caregiver will also have to sign a specific informed consent form regarding his/her participation in the study."
NCT00880412,Phase 2,Alzheimer's Disease,Exonhit,Apr-08,Alzheimer Disease;Etazolate," Patient treated for AD treatment with one AChEI (donepezil, galantamine, or rivastigmine), according to the recommended posology mentioned in the summary of product characteristics, for at least 3 months and with a stable dose for at least 2 months prior to screening. The dose should be kept unchanged throughout the study duration."
NCT00880412,Phase 2,Alzheimer's Disease,Exonhit,Apr-08,Alzheimer Disease;Etazolate," Patient with a cerebral CT-scan or cerebral MRI compatible with AD diagnosis, with no brain lesions that may be related to another diagnosis and that could be responsible for the current patient's condition (ex, but not limited to, non-AD dementia, brain injury, brain tumour, stroke, normal pressure hydrocephalus,). A cerebral CT-scan or cerebral MRI has to be performed and results have to be available prior patient's randomization if the results of the brain imagery performed to settle the AD diagnosis are not available in the patient's file. Brain imaging has also to be performed if considered necessary by the investigator, such as in case of emerging neurological symptoms or in case of worsening of existing neurological symptoms."
NCT00880412,Phase 2,Alzheimer's Disease,Exonhit,Apr-08,Alzheimer Disease;Etazolate, Neurological exam without any particularities or without any specific focal signs likely to be related to other conditions than AD.
NCT00880412,Phase 2,Alzheimer's Disease,Exonhit,Apr-08,Alzheimer Disease;Etazolate, No contra-indication to AChEI treatment and absence of significant adverse events considered to be related to AChEI treatment at screening and randomisation.
NCT00880412,Phase 2,Alzheimer's Disease,Exonhit,Apr-08,Alzheimer Disease;Etazolate," Patient and patient's caregiver able to comply with study procedures, notably regarding the drug intake at the end of the meal which has to be supervised by the caregiver or another competent person."
NCT00884507,Phase 2,Alzheimer's Disease,Hoffmann-La Roche,May-09,Alzheimer Disease," adult patients, greater than /=50 years of age;"
NCT00884507,Phase 2,Alzheimer's Disease,Hoffmann-La Roche,May-09,Alzheimer Disease, probable Alzheimer's disease;
NCT00884507,Phase 2,Alzheimer's Disease,Hoffmann-La Roche,May-09,Alzheimer Disease, MMSE score at screening of 13-22;
NCT00884507,Phase 2,Alzheimer's Disease,Hoffmann-La Roche,May-09,Alzheimer Disease, under stable donepezil treatment given at a fixed dose of 5 or 10mg daily for greater than =4 months prior to baseline;
NCT00884507,Phase 2,Alzheimer's Disease,Hoffmann-La Roche,May-09,Alzheimer Disease," not requiring nursing home care, but looked after by a caregiver/carer."
NCT00890890,Phase 2,Alzheimer's Disease,Bristol-Myers Squibb,May-09,Alzheimer Disease, Patient meets clinical criteria for prodromal Alzheimer's disease (MMSE 24-30)
NCT00890890,Phase 2,Alzheimer's Disease,Bristol-Myers Squibb,May-09,Alzheimer Disease, Memory complaint by subject or study partner
NCT00890890,Phase 2,Alzheimer's Disease,Bristol-Myers Squibb,May-09,Alzheimer Disease, CSF a42 levels less than  200pg/mL or Total Tau/a42 ratio of  0.39
NCT00890890,Phase 2,Alzheimer's Disease,Bristol-Myers Squibb,May-09,Alzheimer Disease, Score of 4 on the Modified Hachinski Ischemia Scale
NCT00890890,Phase 2,Alzheimer's Disease,Bristol-Myers Squibb,May-09,Alzheimer Disease, CT results consistent with Alzheimer's disease
NCT00890890,Phase 2,Alzheimer's Disease,Bristol-Myers Squibb,May-09,Alzheimer Disease, Medically stable
NCT00890890,Phase 2,Alzheimer's Disease,Bristol-Myers Squibb,May-09,Alzheimer Disease, 6 years education
NCT00890890,Phase 2,Alzheimer's Disease,Bristol-Myers Squibb,May-09,Alzheimer Disease, Reliable study partner
NCT00890890,Phase 2,Alzheimer's Disease,Bristol-Myers Squibb,May-09,Alzheimer Disease, Must be able to swallow capsules
NCT00895895,Phase 2,Alzheimer Disease,Pfizer,May-09,Alzheimer Disease;Donepezil, Diagnosis of probable Alzheimer Disease according to the National Institute of Neurological and Communicative Disorders and Stroke-Alzheimer's Diseases and Related Disorders Association (NINCDS-ADRDA) criteria.
NCT00895895,Phase 2,Alzheimer Disease,Pfizer,May-09,Alzheimer Disease;Donepezil, Mini-Mental State Examination (MMSE) score of 12 to 24 at screening
NCT00895895,Phase 2,Alzheimer Disease,Pfizer,May-09,Alzheimer Disease;Donepezil, Rosen Modified Hachinski Ischemic score less than  or equal to 4 at screening.
NCT00904683,Phase 3,Alzheimer's Disease,Eli Lilly and Company,May-09,Alzheimer Disease, Meets criteria for mild to moderate Alzheimer's Disease (AD) with Mini-Mental State Examination score of 16 through 26 at screening
NCT00904683,Phase 3,Alzheimer's Disease,Eli Lilly and Company,May-09,Alzheimer Disease, Modified Hachinski Ischemia Scale score of less than or equal to 4
NCT00904683,Phase 3,Alzheimer's Disease,Eli Lilly and Company,May-09,Alzheimer Disease, Geriatric Depression Scale score of less than or equal to 6
NCT00904683,Phase 3,Alzheimer's Disease,Eli Lilly and Company,May-09,Alzheimer Disease, A magnetic resonance imaging (MRI) or computerized tomography (CT) scan in the last 2 years with no findings inconsistent with a diagnosis of AD
NCT00904683,Phase 3,Alzheimer's Disease,Eli Lilly and Company,May-09,Alzheimer Disease," If receiving concurrent AD treatment, must be on the medication for at least 4 months at a stable dose for at least 2 months prior to randomization"
NCT00905372,Phase 3,Alzheimer's Disease,Eli Lilly and Company,May-09,Alzheimer Disease, Meets criteria for mild to moderate Alzheimer's Disease (AD) with Mini-Mental State Examination score of 16 through 26 at screening
NCT00905372,Phase 3,Alzheimer's Disease,Eli Lilly and Company,May-09,Alzheimer Disease, Modified Hachinski Ischemia Scale score of less than or equal to 4
NCT00905372,Phase 3,Alzheimer's Disease,Eli Lilly and Company,May-09,Alzheimer Disease, Geriatric Depression Scale score of less than or equal to 6
NCT00905372,Phase 3,Alzheimer's Disease,Eli Lilly and Company,May-09,Alzheimer Disease, A magnetic resonance imaging (MRI) or computerized tomography (CT) scan in the last 2 years with no findings inconsistent with a diagnosis of AD
NCT00905372,Phase 3,Alzheimer's Disease,Eli Lilly and Company,May-09,Alzheimer Disease," If receiving concurrent AD treatment, must be on the medication for at least 4 months at a stable dose for at least 2 months prior to randomization"
NCT00912288,Phase 3,Alzheimer Disease,Pfizer,Sep-09,Alzheimer Disease, Are men and women  50 years of age with a diagnosis of Alzheimers disease.
NCT00912288,Phase 3,Alzheimer Disease,Pfizer,Sep-09,Alzheimer Disease, Have a Mini-Mental State Exam between 5 and 14 inclusive.
NCT00912288,Phase 3,Alzheimer Disease,Pfizer,Sep-09,Alzheimer Disease," Have been taking the medication memantine (ie., Namenda) for at least six months prior to this study."
NCT00912288,Phase 3,Alzheimer Disease,Pfizer,Sep-09,Alzheimer Disease," Must have a caregiver who assists the patient at least five days per week for at least three hours per day, who can accompany patient to study visits, and who has an intimate knowledge of the patient's health states and personal care."
NCT00916617,Phase 2,Alzheimer Disease,Pfizer,Jun-09,Alzheimer Disease, Diagnosis of probable Alzheimer disease
NCT00916617,Phase 2,Alzheimer Disease,Pfizer,Jun-09,Alzheimer Disease, Completed preceding double-blind study (3133L1-2203 US)
NCT00916617,Phase 2,Alzheimer Disease,Pfizer,Jun-09,Alzheimer Disease, MMSE score greater than  9.
NCT00930059,Phase 2,Alzheimer's Disease,Pfizer,unknown,Alzheimer Disease, Mild to moderate Alzheimer's disease (MMSE 14-26)
NCT00930059,Phase 2,Alzheimer's Disease,Pfizer,unknown,Alzheimer Disease, Good general health (such controlled conditions as Type 2 diabetes and hypertension allowed)
NCT00934050,Phase 2,Alzheimer's Disease,"OPKO Health, Inc.",Jun-09,Alzheimer Disease;Inositol, This study is open only to subjects who have completed the week 78 visit in Study ELND005-AD201 while taking their assigned dose of study drug medication.
NCT00937352,Phase 3,Alzheimer's Disease,"JANSSEN Alzheimer Immunotherapy Research &amp; Development, LLC",Jul-09,Alzheimer Disease, Diagnosis of probable AD
NCT00937352,Phase 3,Alzheimer's Disease,"JANSSEN Alzheimer Immunotherapy Research &amp; Development, LLC",Jul-09,Alzheimer Disease, Must have completed study 301 or study 302; and have completed Visit 15 (Week 78)
NCT00937352,Phase 3,Alzheimer's Disease,"JANSSEN Alzheimer Immunotherapy Research &amp; Development, LLC",Jul-09,Alzheimer Disease, Brain MRI scan to evaluate safety from Study 301 or 302 at Visit 14/Week 71
NCT00937352,Phase 3,Alzheimer's Disease,"JANSSEN Alzheimer Immunotherapy Research &amp; Development, LLC",Jul-09,Alzheimer Disease, Caregiver able to attend all clinic visits with patient
NCT00939783,Phase 3,Alzheimer's Disease,Pfizer,Sep-09,Alzheimer Disease, Completion of previous Phase 3 Dimebon study (B1451027).
NCT00939822,Phase 2,Alzheimer's Disease,"University of Wisconsin, Madison",unknown,Alzheimer Disease;Simvastatin, Parent diagnosed with Alzheimer's disease
NCT00939822,Phase 2,Alzheimer's Disease,"University of Wisconsin, Madison",unknown,Alzheimer Disease;Simvastatin, Age 40-72
NCT00945672,Phase 2,Alzheimer's Disease,Pfizer,Aug-09,Alzheimer Disease," Males or females of non childbearing potential, age greater than  or = 50."
NCT00945672,Phase 2,Alzheimer's Disease,Pfizer,Aug-09,Alzheimer Disease," Diagnosis of probable Alzheimer's disease, consistent with criteria from both:"
NCT00945672,Phase 2,Alzheimer's Disease,Pfizer,Aug-09,Alzheimer Disease, National Institute of Neurological and Communicable Disease and Stroke and Alzheimer's Disease and Related Disorders Association (NINCDS-ADRDA).
NCT00945672,Phase 2,Alzheimer's Disease,Pfizer,Aug-09,Alzheimer Disease, Diagnostic and Statistical Manual of Mental Disorders (DSM IV).
NCT00945672,Phase 2,Alzheimer's Disease,Pfizer,Aug-09,Alzheimer Disease, Mini-mental status exam score of 16-26 inclusive.
NCT00945672,Phase 2,Alzheimer's Disease,Pfizer,Aug-09,Alzheimer Disease, Rosen-Modified Hachinski Ischemia Score of less than  or = 4.
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,Men and women (non-childbearing potential) with a diagnosis of probable Alzheimer's disease according to the NINCDS-ADRDA clinical criteria.
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,Age 60 - 85 years (patients over 85 years could be included after a previous assessment by the investigator and in agreement with the sponsor)
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,"MRI or CT-scan assessment within 12 months before baseline corroborating the clinical diagnosis (diffuse brain atrophy predominating in medial temporal regions) and excluding other potential causes of dementia, especially cerebrovascular lesions (see exclusion criteria, number 3)."
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,Mild to moderate stage of Alzheimer's disease according to MMSE 16-26.
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,Modified Hachinski ischemic score equal to or below 4.
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,Geriatric Depression Scale below or equal 7.
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,"Female patients must be either surgically sterilized or at least 1 year postmenopausal (confirmed by FSH greater than 20, for women not surgically sterilized)."
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,"A caregiver/nurse is available and is living in the same household, or interacts with the patient to assure the correct preparation and administration of the study drug to the patient."
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,Patients living at home or old people's home.
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,General health status acceptable for a participation in a 6 months clinical trial.
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,Ability to swallow 100 -150 ml of water suspension.
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,"No daily-regular/chronic intake of medications acting on central nervous system, immunosuppressants, steroids or non-steroid anti-inflammatory agents except the following allowed treatments:"
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease, SSRIs as antidepressants if they are administered at a stable and well tolerated dose for two months prior to baseline evaluation
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease," the following drugs at a stable and well tolerated dose to symptomatic treatment of mild behavioral disorder, sleep onset-insomnia or mild depressive mood:"
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease, Risperidon max 1mg/day
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease, Quetiapin max 25mg/day
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease, Zolpidem max 10mg in the evening
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease, Lorazepam max 1mg/day
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease," Triazolam max 0,25mg/day"
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease, Alprazolam max 1mg/day
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease, Mirtazapin max 30mg/day
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease, Hydromorphon max 4mg/day
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease, Levodopa max 50mg t.i.d as treatment of an age-associated extrapyramidal syndrome or restless-legs-syndrome
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease, Acetylsalicylic acid max 100mg/day as antiplatelet agent.
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease, Non-steroid anti-rheumatics as concomitant medication taken per request
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,"No history of treatment with Warfarin, Digitoxin or Coumarin (including its derivatives) within 1 month prior to baseline. Chronic treatment with heparin s.c. as anticoagulant or digoxin for the treatment of heart disease are allowed."
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,Other drugs metabolized by the CYP3A4 with wide therapeutic window are permitted if their dose and regimen are stable and well tolerated for at least 1 month prior to baseline.
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,Stable pharmacological treatment of any other chronic condition for at least one month prior to screening.
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,"Treatment with a stable and well tolerated dose of one of the approved Acetylcholinesterase-Inhibitors (Donepezil, Galantamine or Rivastigmine) for at least 2 months prior to baseline evaluations. Dosage of Acetylcholine-esterase inhibitors should not be increased during the ongoing study."
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,No history of treatment with Memantine within 3 months prior to baseline evaluation. Patients with a stable and well tolerated dose of Memantine are not allowed to be included in the study.
NCT00948259,Phase 1/Phase 2,Alzheimers Disease,Noscira SA,Dec-08,Alzheimer Disease,Signed informed consent by patient prior to the initiation of any study specific procedure
NCT00948909,Phase 2,Alzheimer's Disease,"AbbVie (prior sponsor, Abbott)",Oct-09,Alzheimer Disease;Donepezil," The subject is a male or female between the ages of 55 and 90 years, inclusive, at Screening Visit 1."
NCT00948909,Phase 2,Alzheimer's Disease,"AbbVie (prior sponsor, Abbott)",Oct-09,Alzheimer Disease;Donepezil, The subject meets the NINCDS/ADRDA criteria for probable AD.
NCT00948909,Phase 2,Alzheimer's Disease,"AbbVie (prior sponsor, Abbott)",Oct-09,Alzheimer Disease;Donepezil," The subject has a Mini-Mental Status Examination (MMSE) total score of 10 to 24, inclusive, at Screening Visit 1."
NCT00948909,Phase 2,Alzheimer's Disease,"AbbVie (prior sponsor, Abbott)",Oct-09,Alzheimer Disease;Donepezil, The subject has a Modified Hachinski Ischemic Scale (MHIS) score of less than or equal to 4 at Screening Visit 1.
NCT00948909,Phase 2,Alzheimer's Disease,"AbbVie (prior sponsor, Abbott)",Oct-09,Alzheimer Disease;Donepezil," If female, subject must be postmenopausal for at least two years or surgically sterile"
NCT00948909,Phase 2,Alzheimer's Disease,"AbbVie (prior sponsor, Abbott)",Oct-09,Alzheimer Disease;Donepezil," The subject has an identified, reliable, caregiver."
NCT00951834,Phase 2/Phase 3,Alzheimer's Disease,"Charite University, Berlin, Germany",Oct-09,Alzheimer Disease;Epigallocatechin gallate," early stage of AD (Diagnosis DSM-IV and NINCDS/ADRDA, Dubois-criteria 2007)"
NCT00951834,Phase 2/Phase 3,Alzheimer's Disease,"Charite University, Berlin, Germany",Oct-09,Alzheimer Disease;Epigallocatechin gallate, age 60-100
NCT00951834,Phase 2/Phase 3,Alzheimer's Disease,"Charite University, Berlin, Germany",Oct-09,Alzheimer Disease;Epigallocatechin gallate, MMSE 20-26
NCT00951834,Phase 2/Phase 3,Alzheimer's Disease,"Charite University, Berlin, Germany",Oct-09,Alzheimer Disease;Epigallocatechin gallate, patient lives at home with at least one relative who perform external ratings/assessment
NCT00951834,Phase 2/Phase 3,Alzheimer's Disease,"Charite University, Berlin, Germany",Oct-09,Alzheimer Disease;Epigallocatechin gallate," co-medication with Donepezil (Aricept, Pfizer Pharma GmbH) with at least 3 months to maximum 6 months of existing stable medication"
NCT00951834,Phase 2/Phase 3,Alzheimer's Disease,"Charite University, Berlin, Germany",Oct-09,Alzheimer Disease;Epigallocatechin gallate," maximum of 2 cups of black tea/die, no green tea, not more than greater than  500 ml/die of grapefruit juice"
NCT00954590,Phase 3,Moderate to Severe Alzheimer,"Medivation, Inc.",Oct-09,Alzheimer Disease, Moderate-to-Severe Alzheimer's disease
NCT00954590,Phase 3,Moderate to Severe Alzheimer,"Medivation, Inc.",Oct-09,Alzheimer Disease," Mini-Mental State Examination (MMSE) Score between 5 to 14, inclusive"
NCT00954590,Phase 3,Moderate to Severe Alzheimer,"Medivation, Inc.",Oct-09,Alzheimer Disease, Stable on donepezil for at least 6 months
NCT00976118,Phase 2,Alzheimer's Disease,AB Science,Feb-06,Alzheimer Disease,Outpatients from both sex
NCT00976118,Phase 2,Alzheimer's Disease,AB Science,Feb-06,Alzheimer Disease,Age  50 years at screening
NCT00976118,Phase 2,Alzheimer's Disease,AB Science,Feb-06,Alzheimer Disease,Menopause  2 years for women
NCT00976118,Phase 2,Alzheimer's Disease,AB Science,Feb-06,Alzheimer Disease,"Dementia of Alzheimer's type, according to DSM IV criteria"
NCT00976118,Phase 2,Alzheimer's Disease,AB Science,Feb-06,Alzheimer Disease,Probable Alzheimer' disease according to NINCDS-ADRDA criteria
NCT00976118,Phase 2,Alzheimer's Disease,AB Science,Feb-06,Alzheimer Disease,MMSE  12 and  26 at baseline
NCT00976118,Phase 2,Alzheimer's Disease,AB Science,Feb-06,Alzheimer Disease,CDR of 1 or 2 at baseline
NCT00976118,Phase 2,Alzheimer's Disease,AB Science,Feb-06,Alzheimer Disease,"Treated for a minimum of 6 months with a stable dose of cholinesterase inhibitors (donepezil, rivastigmine or galantamine) at baseline, and/or a stable dose of memantine for a minimum of 3 months at baseline, with no changes foreseen in therapy throughout the study"
NCT00976118,Phase 2,Alzheimer's Disease,AB Science,Feb-06,Alzheimer Disease,Presence of a reliable caregiver
NCT00976118,Phase 2,Alzheimer's Disease,AB Science,Feb-06,Alzheimer Disease,"Patient, identified caregiver and, if applicable, patient surrogate are able and willing to comply with study visits and procedures per protocol, understand, sign, and date the written voluntary informed consent form at the screening visit prior to any protocol-specific procedures performed"
NCT00976118,Phase 2,Alzheimer's Disease,AB Science,Feb-06,Alzheimer Disease,Affiliated to the French Social Security regimen
NCT00982202,Phase 2,Alzheimer Disease,National Institute on Aging (NIA),Jan-02,Alzheimer Disease;Pioglitazone, CT or MRI since disease onset excluding structural lesions sufficient to account for the participant's dementia
NCT00982202,Phase 2,Alzheimer Disease,National Institute on Aging (NIA),Jan-02,Alzheimer Disease;Pioglitazone," Mini-Mental State Exam (MMSE) score between 12 and 26, inclusively"
NCT00982202,Phase 2,Alzheimer Disease,National Institute on Aging (NIA),Jan-02,Alzheimer Disease;Pioglitazone, Clinical Dementia Rating (CDR) score of 1 or 2 (mild to moderate AD severity) at both screening and baseline
NCT00982202,Phase 2,Alzheimer Disease,National Institute on Aging (NIA),Jan-02,Alzheimer Disease;Pioglitazone, Women must be 2-years post-menopausal or surgically sterile.
NCT00982202,Phase 2,Alzheimer Disease,National Institute on Aging (NIA),Jan-02,Alzheimer Disease;Pioglitazone," Generally healthy and ambulatory or ambulatory-aided (i.e., walker or cane); vision and hearing (hearing aid permissible) sufficient for compliance with testing procedures"
NCT00982202,Phase 2,Alzheimer Disease,National Institute on Aging (NIA),Jan-02,Alzheimer Disease;Pioglitazone, Concomitant medications: Participants may be on stable doses of cholinesterase inhibitors for 90 days prior to screening (may not be started during the trial); antidepressant or antipsychotic medications are acceptable if symptoms are controlled and therapy is at stable dosage for at least 30 days prior to screening; vitamin E at 200 IU daily will be provided to all participants beginning at baseline/randomization (higher doses must be discontinued at the screening visit)
NCT00991419,Phase 2,Alzheimer's Disease,AstraZeneca,Feb-10,Alzheimer Disease," Male or female, of any race or/ethnicity"
NCT00991419,Phase 2,Alzheimer's Disease,AstraZeneca,Feb-10,Alzheimer Disease," ECG, vital signs, and clinical laboratory values are within normal limits at enrollment or deemed not clinically significant by the physician"
NCT00996918,Phase 3,Alzheimer Disease,Pfizer,Dec-09,Alzheimer Disease, Subject has completed study 3133K1-3000 and brain magnetic resonance imaging (MRI) scan consistent with the diagnosis of Alzheimer Disease
NCT00996918,Phase 3,Alzheimer Disease,Pfizer,Dec-09,Alzheimer Disease, Mini-Mental Status Examination (MMSE) greater than =10 at screening
NCT00996918,Phase 3,Alzheimer Disease,Pfizer,Dec-09,Alzheimer Disease, Caregiver able to attend all clinic visits with subject
NCT00998764,Phase 3,Alzheimer Disease,Pfizer,Dec-09,Alzheimer Disease, Subject has completed study 3133K1-3001 (Week 78) and brain magnetic resonance imaging (MRI) scan consistent with the diagnosis of Alzheimer Disease
NCT00998764,Phase 3,Alzheimer Disease,Pfizer,Dec-09,Alzheimer Disease, Mini-Mental Status Examination (MMSE) greater than =10 at screening
NCT00998764,Phase 3,Alzheimer Disease,Pfizer,Dec-09,Alzheimer Disease, Caregiver able to attend all clinic visits with subject
