NCT#,phase,condition,sponsor,start_date,mesh_list,criterion
NCT01019421,Phase 2,Alzheimer's Disease,H. Lundbeck A/S,Dec-09,Alzheimer Disease," The patient has evidence of any clinically significant neurodegenerative disease or other serious neurological disorders other than AD including but not limited to Lewy body dementia, fronto-temporal dementia, Parkinson's disease, Huntington's disease, major cortical stroke, major head trauma and, primary or secondary cerebral neoplasia."
NCT01019421,Phase 2,Alzheimer's Disease,H. Lundbeck A/S,Dec-09,Alzheimer Disease," The patient has a Diagnostic and Statistical Manual of Mental Disorders, 4th edition, Text Revision (DSM-IV-TR) Axis I disorder other than AD including amnestic disorders, major depressive disorder, delirium, schizophrenia or schizoaffective disorder, bipolar disorder, psychosis, panic, post traumatic stress disorder or/and cognitive disorder not otherwise specified."
NCT01019421,Phase 2,Alzheimer's Disease,H. Lundbeck A/S,Dec-09,Alzheimer Disease, The patient has clinical and radiological findings that fulfil the standards of the National Institute of Neurological Disorders and Stroke and Association Internationale pour la Recherch et l'Enseignement en Neurosciences (NINDS-AIREN) criteria for vascular dementia.
NCT01019421,Phase 2,Alzheimer's Disease,H. Lundbeck A/S,Dec-09,Alzheimer Disease," The patient has CT or MRI evidence of hydrocephalus, stroke, a space-occupying lesion, cerebral infection or any clinically significant central nervous system disease other than AD."
NCT01019421,Phase 2,Alzheimer's Disease,H. Lundbeck A/S,Dec-09,Alzheimer Disease, The patient has clinically significant abnormal vital signs.
NCT01019421,Phase 2,Alzheimer's Disease,H. Lundbeck A/S,Dec-09,Alzheimer Disease," The patient has one or more laboratory values outside the normal range, based on the blood or urine samples, which are, in the investigator's judgement, considered to be clinically significant."
NCT01019421,Phase 2,Alzheimer's Disease,H. Lundbeck A/S,Dec-09,Alzheimer Disease, The patient has a clinically significant abnormal ECG.
NCT01019421,Phase 2,Alzheimer's Disease,H. Lundbeck A/S,Dec-09,Alzheimer Disease," The patient has an oncological diagnosis (haematological or solid tumour) that is currently being treated, or for which there has been treatment within 5 years preceding screening, or for which there is still evidence of active disease (patients with local dermatological tumours such as basal or squamous cell carcinoma may be included)."
NCT01019421,Phase 2,Alzheimer's Disease,H. Lundbeck A/S,Dec-09,Alzheimer Disease, The patient's donepezil therapy is likely to be interrupted or discontinued during the study.
NCT01019421,Phase 2,Alzheimer's Disease,H. Lundbeck A/S,Dec-09,Alzheimer Disease," The patient has a disease or takes medication that, in the investigator's judgement, could interfere with the assessments of safety, tolerability, or efficacy."
NCT01019421,Phase 2,Alzheimer's Disease,H. Lundbeck A/S,Dec-09,Alzheimer Disease," The patient is, in the investigator's judgement, unlikely to comply with the clinical study protocol or is unsuitable for any reason."
NCT01019421,Phase 2,Alzheimer's Disease,H. Lundbeck A/S,Dec-09,Alzheimer Disease, The patient is a member of the site personnel or their immediate families.
NCT01019421,Phase 2,Alzheimer's Disease,H. Lundbeck A/S,Dec-09,Alzheimer Disease," The patient is treated against his/her will (for example, by court order)."
NCT01019421,Phase 2,Alzheimer's Disease,H. Lundbeck A/S,Dec-09,Alzheimer Disease, The patient or patient caregiver is unwilling or unable to abide by the visit schedule and other requirements of the study.
NCT01020838,Phase 3,Alzheimer Disease,Life Molecular Imaging SA,Nov-09,Alzheimer Disease," Has severe cerebral macrovascular (ie, multi-stroke) disease or brain tumor (metastasis/brain cancer) as verified by MRI"
NCT01020838,Phase 3,Alzheimer Disease,Life Molecular Imaging SA,Nov-09,Alzheimer Disease," Has any contraindication to magnetic resonance imaging (MRI) examination, eg, metal implants or phobia as determined by the onsite radiologist performing the scan"
NCT01020838,Phase 3,Alzheimer Disease,Life Molecular Imaging SA,Nov-09,Alzheimer Disease, Has been previously enrolled in this study or participated in a clinical study involving an investigational pharmaceutical product within 30 days prior to screening and/or was administered a radiopharmaceutical within 10 radioactive half-lives prior to study drug administration in this study
NCT01020838,Phase 3,Alzheimer Disease,Life Molecular Imaging SA,Nov-09,Alzheimer Disease, Has severe cardio-vascular instability requiring intensive care surveillance and/or therapeutic intervention (i.e. catecholamine infusion)
NCT01028053,Phase 3,Alzheimer's Disease,GE Healthcare,Dec-09,Alzheimer Disease;Cognitive Dysfunction;Flutemetamol," The subject has any significant neurologic disease other than suspected aMCI; such as Parkinson's disease, Huntington's disease, normal pressure hydrocephalus, brain tumor, supranuclear palsy, seizure disorder, subdural hematoma, multiple sclerosis, or history of significant head trauma followed by persistent neurologic deficits, or known structural brain abnormalities."
NCT01028053,Phase 3,Alzheimer's Disease,GE Healthcare,Dec-09,Alzheimer Disease;Cognitive Dysfunction;Flutemetamol," The subject has one or more aneurysm clips, artificial heart valves, metal implants, embedded metal fragments or pacemakers that would pose a risk during an MRI."
NCT01028053,Phase 3,Alzheimer's Disease,GE Healthcare,Dec-09,Alzheimer Disease;Cognitive Dysfunction;Flutemetamol," The subject has major depression, bipolar disorder, as described in the DSM-IV within the past year."
NCT01028053,Phase 3,Alzheimer's Disease,GE Healthcare,Dec-09,Alzheimer Disease;Cognitive Dysfunction;Flutemetamol, The subject has history of schizophrenia (DSM-IV criteria).
NCT01028053,Phase 3,Alzheimer's Disease,GE Healthcare,Dec-09,Alzheimer Disease;Cognitive Dysfunction;Flutemetamol," The subject has had, within the prior 3 months, psychotic features, agitation or behavioral problems that could lead to protocol compliance issues."
NCT01035138,Phase 3,Alzheimer's Disease,Eli Lilly and Company,Dec-09,Alzheimer Disease, Meets LFAN or LFBC study discontinuation criteria at the last visit of the LFAN or LFBC study
NCT01039701,Phase 2,Mild to Moderate Alzheimer's Disease,AstraZeneca,Dec-09,Alzheimer Disease, history of allergy/hypersensitivity reactions
NCT01039701,Phase 2,Mild to Moderate Alzheimer's Disease,AstraZeneca,Dec-09,Alzheimer Disease, significant neurological disease or dementia other than Alzheimer's disease
NCT01039701,Phase 2,Mild to Moderate Alzheimer's Disease,AstraZeneca,Dec-09,Alzheimer Disease, myocardial infarction or acute coronary syndrome within the last year
NCT01055392,Phase 2,Alzheimer Disease,University of Sao Paulo,Mar-07,Alzheimer Disease;Cognitive Dysfunction;Lithium Carbonate, sensory deficiencies that might preclude the administration of cognitive tests;
NCT01055392,Phase 2,Alzheimer Disease,University of Sao Paulo,Mar-07,Alzheimer Disease;Cognitive Dysfunction;Lithium Carbonate, active major psychiatry disorder;
NCT01055392,Phase 2,Alzheimer Disease,University of Sao Paulo,Mar-07,Alzheimer Disease;Cognitive Dysfunction;Lithium Carbonate," unstable clinical conditions such as cardiac insufficiency, uncontrolled diabetes mellitus, renal failure;"
NCT01055392,Phase 2,Alzheimer Disease,University of Sao Paulo,Mar-07,Alzheimer Disease;Cognitive Dysfunction;Lithium Carbonate, previous use of lithium salts;
NCT01055392,Phase 2,Alzheimer Disease,University of Sao Paulo,Mar-07,Alzheimer Disease;Cognitive Dysfunction;Lithium Carbonate, concurrent participation in other clinical trial or intervention studies;
NCT01058941,Phase 1/Phase 2,Alzheimer's Disease,Oregon Health and Science University,Sep-10,Alzheimer Disease;Thioctic Acid,Non-AD dementia
NCT01058941,Phase 1/Phase 2,Alzheimer's Disease,Oregon Health and Science University,Sep-10,Alzheimer Disease;Thioctic Acid,Residence in nursing home facility at screening visit (residence in community assisted living and long-term care facilities in which the participant still performs majority of basic activities of daily living will not be an exclusion)
NCT01058941,Phase 1/Phase 2,Alzheimer's Disease,Oregon Health and Science University,Sep-10,Alzheimer Disease;Thioctic Acid,History of clinically significant stroke (stroke with neurologic deficits greater than  6 months after diagnosis)
NCT01058941,Phase 1/Phase 2,Alzheimer's Disease,Oregon Health and Science University,Sep-10,Alzheimer Disease;Thioctic Acid,"Health conditions such as cancer diagnosed less than  5 years prior to enrollment (prostate cancer gleason grade less than  3 and non metastatic skin cancers are acceptable), liver disease, history of ventricular fibrillation or ventricular tachycardia, major psychiatric disorder, central nervous system diseases (e.g. brain tumor, seizure disorder)"
NCT01058941,Phase 1/Phase 2,Alzheimer's Disease,Oregon Health and Science University,Sep-10,Alzheimer Disease;Thioctic Acid,Insulin dependent diabetes or uncontrolled diabetes (diabetes controlled on medications other than insulin are acceptable)
NCT01058941,Phase 1/Phase 2,Alzheimer's Disease,Oregon Health and Science University,Sep-10,Alzheimer Disease;Thioctic Acid,"Hyperlipidemic (triglycerides greater than 500 mg/dl, LDL greater than  160 mg/dl, total cholesterol greater than 240 mg/dl). LDL levels between 160 mg/dl and 165 mg/dl will be reviewed by the PI and included if judged to be safe. Patients who have a history or hyperlipidemia, but are not taking lipid-lowering medications due to potential memory impairment side effects will be reviewed on a case-by-case basis by the PI and enrolled in the study if deemed safe by PI and the patient's primary care provider."
NCT01058941,Phase 1/Phase 2,Alzheimer's Disease,Oregon Health and Science University,Sep-10,Alzheimer Disease;Thioctic Acid,Fish intake of one 6 ounce serving greater than  once a week less than 4 months prior to enrollment
NCT01058941,Phase 1/Phase 2,Alzheimer's Disease,Oregon Health and Science University,Sep-10,Alzheimer Disease;Thioctic Acid,"Omega-3 fatty acid supplement intake (e.g. fish oil capsules, cod liver oil, or flaxseed oil) less than 4 months prior to enrollment"
NCT01058941,Phase 1/Phase 2,Alzheimer's Disease,Oregon Health and Science University,Sep-10,Alzheimer Disease;Thioctic Acid,Lipoic Acid supplementation less than 1 month prior to enrollment
NCT01058941,Phase 1/Phase 2,Alzheimer's Disease,Oregon Health and Science University,Sep-10,Alzheimer Disease;Thioctic Acid,"Taking systemic corticosteroids, neuroleptics, antiparkinsonian agents, and narcotic analgesics. Certain low dose antipsychotic use will be reviewed by the principle investigator on a case-by-case basis and may be allowed if determined that dose is not strong enough to affect performance on cognitive evaluations. Low dose sinemet and dopamine agonist taken once a day for restless leg syndrome is not an exclusion."
NCT01058941,Phase 1/Phase 2,Alzheimer's Disease,Oregon Health and Science University,Sep-10,Alzheimer Disease;Thioctic Acid,"Contraindications to MRI (for subjects enrolled at Bend, Medford, and Klamath sites that decide not to undergo MRI, this will not be an exclusion)."
NCT01058941,Phase 1/Phase 2,Alzheimer's Disease,Oregon Health and Science University,Sep-10,Alzheimer Disease;Thioctic Acid,Enrollment in another study
NCT01066546,Phase 3,Alzheimer's Disease,Pfizer,Apr-10,Alzheimer Disease, Any major medical illness or unstable medical condition that may increase the risk associated with study participation or investigational product administration or may interfere with the ability to interpret study safety data
NCT01075763,Phase 2,Alzheimer's Disease,"Merck KGaA, Darmstadt, Germany",Nov-04,Alzheimer Disease;Interferons;Interferon-beta;Interferon beta-1a," Subjects with constant use in the 3 months prior study enrolment of other drugs that can modify the course of the disease (e.g. statins, nonsteroidal anti-inflammatory drugs [NSAIDs] and steroids) or symptomatic cognitive treatments (e.g. cholinesterase inhibitors)"
NCT01075763,Phase 2,Alzheimer's Disease,"Merck KGaA, Darmstadt, Germany",Nov-04,Alzheimer Disease;Interferons;Interferon-beta;Interferon beta-1a, Subjects with modified Hachinski Ischemic Score  4
NCT01075763,Phase 2,Alzheimer's Disease,"Merck KGaA, Darmstadt, Germany",Nov-04,Alzheimer Disease;Interferons;Interferon-beta;Interferon beta-1a, Subjects who are unable to undergo neuropsychological evaluation (including analphabetism)
NCT01075763,Phase 2,Alzheimer's Disease,"Merck KGaA, Darmstadt, Germany",Nov-04,Alzheimer Disease;Interferons;Interferon-beta;Interferon beta-1a," Subjects with significant liver (aspartate aminotransferase, alanine aminotransferase , alkaline phosphatase greater than  2.0 times the upper limit of normal [ULN] of the local laboratory, or total bilirubin greater than  1.5 times the ULN of the local laboratory), thyroid (according to clinical judgment) or hematological dysfunctions (e.g. leucocytes  2.0 * 109/Liter [L]; platelets  100 * 109/L; hemoglobin  12 gram/deciliter [g/dL] for women and  13 g/dL for men, serum albumin  3 g/dL)"
NCT01075763,Phase 2,Alzheimer's Disease,"Merck KGaA, Darmstadt, Germany",Nov-04,Alzheimer Disease;Interferons;Interferon-beta;Interferon beta-1a, Subjects with history (past or recurrent) of depression unresponsive to medication or past medical history of suicidal ideation
NCT01075763,Phase 2,Alzheimer's Disease,"Merck KGaA, Darmstadt, Germany",Nov-04,Alzheimer Disease;Interferons;Interferon-beta;Interferon beta-1a," Subjects with severe cardiac disease (angina, congestive heart failure class 3-4 New York Heart Association [NYHA] Functional Classification , or severe arrhythmia)"
NCT01075763,Phase 2,Alzheimer's Disease,"Merck KGaA, Darmstadt, Germany",Nov-04,Alzheimer Disease;Interferons;Interferon-beta;Interferon beta-1a, Subjects with epilepsy
NCT01075763,Phase 2,Alzheimer's Disease,"Merck KGaA, Darmstadt, Germany",Nov-04,Alzheimer Disease;Interferons;Interferon-beta;Interferon beta-1a," Subjects with concomitant use of hypnotic, anxiolytic, antidepressant, antipsychotic, anticholinergic"
NCT01075763,Phase 2,Alzheimer's Disease,"Merck KGaA, Darmstadt, Germany",Nov-04,Alzheimer Disease;Interferons;Interferon-beta;Interferon beta-1a, Subjects with known allergic reactions against IFNs or other components of the applied drug
NCT01078168,Phase 2,Alzheimer Disease,K. Lieb,Mar-10,Alzheimer Disease;Acitretin, hereditary cognitive impairment
NCT01078168,Phase 2,Alzheimer Disease,K. Lieb,Mar-10,Alzheimer Disease;Acitretin, known history of brain injuries
NCT01078168,Phase 2,Alzheimer Disease,K. Lieb,Mar-10,Alzheimer Disease;Acitretin, Insufficient German language skills
NCT01078168,Phase 2,Alzheimer Disease,K. Lieb,Mar-10,Alzheimer Disease;Acitretin, actual treatment with other potential disease modifying drugs of AD
NCT01078168,Phase 2,Alzheimer Disease,K. Lieb,Mar-10,Alzheimer Disease;Acitretin, multimorbidity or significant organ (esp. liver or renal) dysfunction
NCT01078168,Phase 2,Alzheimer Disease,K. Lieb,Mar-10,Alzheimer Disease;Acitretin, evidence of Non-AD neurodegenerative disorder (e.g. Parkinson)
NCT01078168,Phase 2,Alzheimer Disease,K. Lieb,Mar-10,Alzheimer Disease;Acitretin," contraindication to acitretin such as osteoporosis, hypoalbuminaemia"
NCT01120002,Phase 2,Alzheimer's Disease,Osaka City University,May-10,Alzheimer Disease, Any cause of dementia not due to Alzheimer's disease
NCT01120002,Phase 2,Alzheimer's Disease,Osaka City University,May-10,Alzheimer Disease, Past history of other central nervous condition or psychiatric disease
NCT01120002,Phase 2,Alzheimer's Disease,Osaka City University,May-10,Alzheimer Disease, Symptom of depression and drug addiction
NCT01120002,Phase 2,Alzheimer's Disease,Osaka City University,May-10,Alzheimer Disease, Impairment in the physical function by other factor than the Alzheimer's Disease
NCT01120002,Phase 2,Alzheimer's Disease,Osaka City University,May-10,Alzheimer Disease, Patients who are expected to move in to care facilities during the study period
NCT01120002,Phase 2,Alzheimer's Disease,Osaka City University,May-10,Alzheimer Disease, triglyceride greater than  400 mg/dL
NCT01125683,Phase 2,Alzheimers Disease,AstraZeneca,Jun-10,Alzheimer Disease;Donepezil, History of any clinically significant disease or dementia other than Alzheimers Disease
NCT01125683,Phase 2,Alzheimers Disease,AstraZeneca,Jun-10,Alzheimer Disease;Donepezil, Current major depressive disorder or other major psychiatric disorders
NCT01127633,Phase 3,Alzheimer's Disease,Eli Lilly and Company,Dec-10,Alzheimer Disease," Are currently enrolled in, or discontinued within the last 30 days from, a clinical trial involving an investigational drug or device or off-label use of a drug or device (other than the study drug/device used in this study), or concurrently enrolled in any other type of medical research judged not to be scientifically or medically compatible with this study"
NCT01127633,Phase 3,Alzheimer's Disease,Eli Lilly and Company,Dec-10,Alzheimer Disease, Meets LZAM or LZAN discontinuation criteria at the end of treatment in LZAM or LZAN study
NCT01137526,Phase 2,Alzheimer's Disease,"AbbVie (prior sponsor, Abbott)",May-10,Alzheimer Disease;Donepezil,Subject has a known hypersensitivity or intolerance to donepezil that led to discontinuation or a known reported history of donepezil treatment failure.
NCT01137526,Phase 2,Alzheimer's Disease,"AbbVie (prior sponsor, Abbott)",May-10,Alzheimer Disease;Donepezil,"Subject is currently taking or has taken a medication for the treatment of AD or dementia within 60 days of Screening Visit 1, or is participating in cognitive therapy for the treatment of AD or dementia."
NCT01137526,Phase 2,Alzheimer's Disease,"AbbVie (prior sponsor, Abbott)",May-10,Alzheimer Disease;Donepezil,"Subject has a history of a drug or alcohol disorder (abuse/dependence), based on either DSM-IV-TR or ICD-10 criteria, excluding nicotine, within 2 years prior to Screening Visit 1."
NCT01137526,Phase 2,Alzheimer's Disease,"AbbVie (prior sponsor, Abbott)",May-10,Alzheimer Disease;Donepezil,"In the opinion of the investigator, the subject has any clinically significant uncontrolled medical or psychiatric illness that would affect the safety of the subject."
NCT01137526,Phase 2,Alzheimer's Disease,"AbbVie (prior sponsor, Abbott)",May-10,Alzheimer Disease;Donepezil,"The subject has a current thyroid disease or history of thyroid disease, and is not currently being treated with a stable dose of thyroid replacement medication."
NCT01137526,Phase 2,Alzheimer's Disease,"AbbVie (prior sponsor, Abbott)",May-10,Alzheimer Disease;Donepezil,For any reason the investigator considers the subject to be an unsuitable candidate to receive ABT-384 or donepezil.
NCT01142258,Phase 3,Alzheimer's Disease,Brasilia University Hospital,Mar-10,Alzheimer Disease;Sleep Initiation and Maintenance Disorders;Sleep Wake Disorders;Parasomnias;Trazodone," Sleep disturbance associated with an acute illness, delirium or psychiatric disease;"
NCT01142258,Phase 3,Alzheimer's Disease,Brasilia University Hospital,Mar-10,Alzheimer Disease;Sleep Initiation and Maintenance Disorders;Sleep Wake Disorders;Parasomnias;Trazodone," Clinically significant movement disorder, such as akinesia, that would affect actigraphic differentiation of sleep and wakefulness"
NCT01142258,Phase 3,Alzheimer's Disease,Brasilia University Hospital,Mar-10,Alzheimer Disease;Sleep Initiation and Maintenance Disorders;Sleep Wake Disorders;Parasomnias;Trazodone, Severe agitation;
NCT01142258,Phase 3,Alzheimer's Disease,Brasilia University Hospital,Mar-10,Alzheimer Disease;Sleep Initiation and Maintenance Disorders;Sleep Wake Disorders;Parasomnias;Trazodone, Unstable medical condition;
NCT01142258,Phase 3,Alzheimer's Disease,Brasilia University Hospital,Mar-10,Alzheimer Disease;Sleep Initiation and Maintenance Disorders;Sleep Wake Disorders;Parasomnias;Trazodone, Discontinuation of psychotropic or sleep medications within 2 weeks of the screening visit;
NCT01142258,Phase 3,Alzheimer's Disease,Brasilia University Hospital,Mar-10,Alzheimer Disease;Sleep Initiation and Maintenance Disorders;Sleep Wake Disorders;Parasomnias;Trazodone, Patient unwilling to maintain caffeine abstinence after 2:00 PM for the duration of the protocol;
NCT01142258,Phase 3,Alzheimer's Disease,Brasilia University Hospital,Mar-10,Alzheimer Disease;Sleep Initiation and Maintenance Disorders;Sleep Wake Disorders;Parasomnias;Trazodone," Patient unwilling to comply with the maximum limit of 2 alcoholic drinks per day, and only 1 alcoholic drink after 6:00 PM for the duration of the protocol;"
NCT01142258,Phase 3,Alzheimer's Disease,Brasilia University Hospital,Mar-10,Alzheimer Disease;Sleep Initiation and Maintenance Disorders;Sleep Wake Disorders;Parasomnias;Trazodone, Prior use of trazodone for the treatment of sleep disturbances;
NCT01142258,Phase 3,Alzheimer's Disease,Brasilia University Hospital,Mar-10,Alzheimer Disease;Sleep Initiation and Maintenance Disorders;Sleep Wake Disorders;Parasomnias;Trazodone," Caregiver deemed too unreliable to supervise the wearing of the actigraph, to administer trazodone the proper time, to maintain tbe sleep diary, or to bring the patient to the scheduled visits;"
NCT01148498,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Aug-10,Alzheimer Disease, Have previously completed or withdrawn from this study or any other study investigating solanezumab
NCT01148498,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Aug-10,Alzheimer Disease," Does not have good venous access, such that intravenous drug delivery or multiple blood draws would be precluded"
NCT01148498,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Aug-10,Alzheimer Disease, Has allergies to humanized monoclonal antibodies
NCT01148498,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Aug-10,Alzheimer Disease," Has a known history of human immunodeficiency virus (HIV), clinically significant multiple or severe drug allergies, or severe posttreatment hypersensitivity reactions (including, but not limited to, erythema multiforme major, linear IgA dermatosis, toxic epidermal necrolysis, or exfoliative dermatitis)"
NCT01148498,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Aug-10,Alzheimer Disease, Has a history of chronic alcohol or drug abuse/dependence
NCT01148498,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Aug-10,Alzheimer Disease, Is clinically judged by the investigator to be at serious risk for suicide
NCT01148498,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Aug-10,Alzheimer Disease, Has a recent (within 6 months before screening) or current laboratory result (if available) indicating a clinically significant laboratory abnormality
NCT01148498,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Aug-10,Alzheimer Disease," Has Electrocardiogram (ECG) abnormalities obtained at screening that, in the opinion of the investigator, are clinically significant with regard to the subject's participation in the study. Bazett's corrected QT [QTcB] interval must be evaluated and must not exceed greater than 458 msec in males or greater than 474 msec in females"
NCT01148498,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Aug-10,Alzheimer Disease," At screening, has alanine transaminase (ALT/SGPT) values greater than or equal to 2 times the upper limit of normal (ULN) of the performing laboratory, aspartate transaminase (AST/SGOT) values greater than or equal to 3 times the ULN, or total bilirubin values greater than or equal to 2 times the ULN"
NCT01148498,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Aug-10,Alzheimer Disease, Has had IgG therapy (sometimes called gamma globulin therapy) within the last year or previous participation in any other study investigating active immunization against A
NCT01148498,Phase 2,Alzheimer's Disease,Eli Lilly and Company,Aug-10,Alzheimer Disease, Requires treatment with other monoclonal antibodies
NCT01152216,Phase 3,Alzheimer's Disease,"Medivation, Inc.",Apr-10,Alzheimer Disease, Other causes of dementia
NCT01152216,Phase 3,Alzheimer's Disease,"Medivation, Inc.",Apr-10,Alzheimer Disease, Major structural brain disease
NCT01152216,Phase 3,Alzheimer's Disease,"Medivation, Inc.",Apr-10,Alzheimer Disease, Unstable medical condition or significant hepatic or renal disease
NCT01172145,Phase 3,Alzheimer's Disease,Brown University,Jul-05,Alzheimer Disease;Modafinil, diagnosis of Major Depression
NCT01172145,Phase 3,Alzheimer's Disease,Brown University,Jul-05,Alzheimer Disease;Modafinil, focal brain lesion on neuroimaging
NCT01172145,Phase 3,Alzheimer's Disease,Brown University,Jul-05,Alzheimer Disease;Modafinil, history of significant substance abuse
NCT01172145,Phase 3,Alzheimer's Disease,Brown University,Jul-05,Alzheimer Disease;Modafinil, history of significant head trauma with loss if consciousness greater than 10 minutes
NCT01183806,Phase 3,Alzheimer Disease,Federal University of Bahia,Jul-10,Alzheimer Disease;Rivastigmine, Mini-Mental State Examination (MMSE) score of less than 12
NCT01183806,Phase 3,Alzheimer Disease,Federal University of Bahia,Jul-10,Alzheimer Disease;Rivastigmine, Can't follow simple commands;
NCT01183806,Phase 3,Alzheimer Disease,Federal University of Bahia,Jul-10,Alzheimer Disease;Rivastigmine, Can't answer two or more items of Quality of life questionnaire
NCT01183806,Phase 3,Alzheimer Disease,Federal University of Bahia,Jul-10,Alzheimer Disease;Rivastigmine, Practiced regular exercise or physiotherapy/ occupational therapy in the last two months.
NCT01183806,Phase 3,Alzheimer Disease,Federal University of Bahia,Jul-10,Alzheimer Disease;Rivastigmine, Diagnosed psychiatric condition (including depression).
NCT01183806,Phase 3,Alzheimer Disease,Federal University of Bahia,Jul-10,Alzheimer Disease;Rivastigmine, Use of neuroleptic drugs
NCT01183806,Phase 3,Alzheimer Disease,Federal University of Bahia,Jul-10,Alzheimer Disease;Rivastigmine," Orthopedic, neurologic, or behavioral limitations that may preclude exercise training"
NCT01183806,Phase 3,Alzheimer Disease,Federal University of Bahia,Jul-10,Alzheimer Disease;Rivastigmine, Visual or hearing impairment that may preclude exercise training or comprehension
NCT01202994,Phase 2,Alzheimer's Disease,University of Utah,May-11,Alzheimer Disease;Flutemetamol," History of neurological disease known to affect cognition (e.g., stroke, head injury with loss of consciousness of greater than 30 minutes, seizure disorder, demyelinating disorder, mental retardation, etc.)"
NCT01202994,Phase 2,Alzheimer's Disease,University of Utah,May-11,Alzheimer Disease;Flutemetamol, Dementia based on DSM-IV criteria
NCT01202994,Phase 2,Alzheimer's Disease,University of Utah,May-11,Alzheimer Disease;Flutemetamol," Current or past major psychiatric illness (e.g., schizophrenia, bipolar affective disorder)"
NCT01202994,Phase 2,Alzheimer's Disease,University of Utah,May-11,Alzheimer Disease;Flutemetamol, 30-item Geriatric Depression Score greater than 14
NCT01202994,Phase 2,Alzheimer's Disease,University of Utah,May-11,Alzheimer Disease;Flutemetamol, Evidence of stroke or mass lesion on CT or MRI scan
NCT01202994,Phase 2,Alzheimer's Disease,University of Utah,May-11,Alzheimer Disease;Flutemetamol, History of alcoholism or other substance abuse
NCT01202994,Phase 2,Alzheimer's Disease,University of Utah,May-11,Alzheimer Disease;Flutemetamol," Current use of cholinesterase inhibitors, other cognitive enhancers, antipsychotics, or anticonvulsant medications"
NCT01202994,Phase 2,Alzheimer's Disease,University of Utah,May-11,Alzheimer Disease;Flutemetamol, History of radiation therapy to the brain
NCT01202994,Phase 2,Alzheimer's Disease,University of Utah,May-11,Alzheimer Disease;Flutemetamol," History of significant major medical illnesses, such as cancer or AIDS"
NCT01202994,Phase 2,Alzheimer's Disease,University of Utah,May-11,Alzheimer Disease;Flutemetamol, Uncontrolled diabetes or blood glucose greater than 180 mg/dl on the day of the FDG-PET scan
NCT01202994,Phase 2,Alzheimer's Disease,University of Utah,May-11,Alzheimer Disease;Flutemetamol, Currently pregnant
NCT01211782,Phase 2/Phase 3,Alzheimer's Disease,Cerecin,unknown,Alzheimer Disease, Presence of other CNS disorders as alternative causes of dementia
NCT01211782,Phase 2/Phase 3,Alzheimer's Disease,Cerecin,unknown,Alzheimer Disease, Type 1 or Type 2 diabetes
NCT01211782,Phase 2/Phase 3,Alzheimer's Disease,Cerecin,unknown,Alzheimer Disease, Significant renal/hepatic disease
NCT01224106,Phase 3,Alzheimer's Disease,Hoffmann-La Roche,unknown,Alzheimer Disease, Other prior or current neurologic or medical disorder which may currently or during the course of the study impair cognition or psychiatric functioning
NCT01224106,Phase 3,Alzheimer's Disease,Hoffmann-La Roche,unknown,Alzheimer Disease, A history of stroke
NCT01224106,Phase 3,Alzheimer's Disease,Hoffmann-La Roche,unknown,Alzheimer Disease, A documented history of transient ischemic attack within the last 12 months
NCT01224106,Phase 3,Alzheimer's Disease,Hoffmann-La Roche,unknown,Alzheimer Disease," History of schizophrenia, schizoaffective or bipolar disorder"
NCT01224106,Phase 3,Alzheimer's Disease,Hoffmann-La Roche,unknown,Alzheimer Disease, Currently meets criteria for major depression
NCT01224106,Phase 3,Alzheimer's Disease,Hoffmann-La Roche,unknown,Alzheimer Disease," Within the last 2 years, unstable or clinical significant cardiovascular disease (myocardial infarction, angina pectoris)"
NCT01224106,Phase 3,Alzheimer's Disease,Hoffmann-La Roche,unknown,Alzheimer Disease, Additional exclusion criteria for sub study:
NCT01224106,Phase 3,Alzheimer's Disease,Hoffmann-La Roche,unknown,Alzheimer Disease, Inclusion in a research and/or medical protocol involving PET ligands or other radioactive agents within 12 months
NCT01224106,Phase 3,Alzheimer's Disease,Hoffmann-La Roche,unknown,Alzheimer Disease, Present or planned participation in a research and/or medical protocol involving PET ligands or radioactive agents other than study WN25203
NCT01224106,Phase 3,Alzheimer's Disease,Hoffmann-La Roche,unknown,Alzheimer Disease, Have planned or are planning to have exposure to ionizing radiation that in combination with the planned administration with study amyloid PET ligand would result in a cumulative exposure that exceeds local recommended exposure limits
NCT01238458,Phase 2,Alzheimer's Disease,Chang Gung Memorial Hospital,Nov-09,Alzheimer Disease;Cognitive Dysfunction,Pregnant or becoming pregnant during the study (as documented by pregnancy testing at screening or at any date during the study according to the PI discretion) or current breast feeding.
NCT01238458,Phase 2,Alzheimer's Disease,Chang Gung Memorial Hospital,Nov-09,Alzheimer Disease;Cognitive Dysfunction,Modified Hachinski ischemic score of greater than 4 or those who meet the NINDS-AIREN criteria for vascular dementia.
